  5.9243735e-003	  5.8452744e-003	  1.0000000e+000	  4.3530994e+001	 -2.8212673e+001	 -5.0071991e+001	  1.1261255e+002	  8.3548943e+001	 -1.9373020e+001	
  8.0016864e-003	  7.2510124e-003	  1.0000000e+000	  4.3519802e+001	 -2.8239614e+001	 -5.0073719e+001	  1.1272913e+002	  8.3574257e+001	 -1.9233774e+001	
  8.4616903e-003	  7.7041046e-003	  1.0000000e+000	  4.3519802e+001	 -2.8239614e+001	 -5.0073719e+001	  1.1272913e+002	  8.3574257e+001	 -1.9233774e+001	
  1.2554496e-002	  1.1804590e-002	  1.0000000e+000	  4.3542828e+001	 -2.8221575e+001	 -5.0059338e+001	  1.1238377e+002	  8.3556244e+001	 -1.9586767e+001	
  1.6855033e-002	  1.6099367e-002	  1.0000000e+000	  4.3531494e+001	 -2.8238958e+001	 -5.0065643e+001	  1.1262318e+002	  8.3566452e+001	 -1.9321352e+001	
  2.0842629e-002	  2.0085427e-002	  1.0000000e+000	  4.3527893e+001	 -2.8223160e+001	 -5.0070488e+001	  1.1260442e+002	  8.3540413e+001	 -1.9357794e+001	
  2.5024901e-002	  2.4267699e-002	  1.0000000e+000	  4.3538036e+001	 -2.8227833e+001	 -5.0061565e+001	  1.1248026e+002	  8.3548004e+001	 -1.9481953e+001	
  2.9191046e-002	  2.8433460e-002	  1.0000000e+000	  4.3533455e+001	 -2.8240940e+001	 -5.0059097e+001	  1.1252526e+002	  8.3555969e+001	 -1.9415598e+001	
  3.3407876e-002	  3.2651058e-002	  1.0000000e+000	  4.3536003e+001	 -2.8218752e+001	 -5.0071342e+001	  1.1263776e+002	  8.3521278e+001	 -1.9335258e+001	
  3.7603203e-002	  3.6846002e-002	  1.0000000e+000	  4.3545948e+001	 -2.8205479e+001	 -5.0066544e+001	  1.1241034e+002	  8.3506676e+001	 -1.9566526e+001	
  4.1792003e-002	  4.1035185e-002	  1.0000000e+000	  4.3545795e+001	 -2.8201359e+001	 -5.0072510e+001	  1.1241801e+002	  8.3499802e+001	 -1.9564011e+001	
  4.5971203e-002	  4.5214002e-002	  1.0000000e+000	  4.3552811e+001	 -2.8191504e+001	 -5.0076496e+001	  1.1239396e+002	  8.3484375e+001	 -1.9602554e+001	
  5.0053642e-002	  4.9298744e-002	  1.0000000e+000	  4.3545872e+001	 -2.8199947e+001	 -5.0071381e+001	  1.1235917e+002	  8.3502670e+001	 -1.9617422e+001	
  5.4291206e-002	  5.3534389e-002	  1.0000000e+000	  4.3526314e+001	 -2.8214962e+001	 -5.0083511e+001	  1.1279683e+002	  8.3492714e+001	 -1.9163748e+001	
  5.8342158e-002	  5.7584957e-002	  1.0000000e+000	  4.3525536e+001	 -2.8214455e+001	 -5.0089039e+001	  1.1282231e+002	  8.3493797e+001	 -1.9139971e+001	
  6.2608137e-002	  6.1853624e-002	  1.0000000e+000	  4.3539471e+001	 -2.8213909e+001	 -5.0070221e+001	  1.1263660e+002	  8.3512154e+001	 -1.9335787e+001	
  6.6800009e-002	  6.6043191e-002	  1.0000000e+000	  4.3555107e+001	 -2.8195608e+001	 -5.0071091e+001	  1.1244705e+002	  8.3510666e+001	 -1.9546064e+001	
  7.0991113e-002	  7.0234295e-002	  1.0000000e+000	  4.3551331e+001	 -2.8206161e+001	 -5.0065933e+001	  1.1251949e+002	  8.3520531e+001	 -1.9462572e+001	
  7.5088526e-002	  7.4332476e-002	  1.0000000e+000	  4.3534702e+001	 -2.8219690e+001	 -5.0079453e+001	  1.1275210e+002	  8.3506165e+001	 -1.9200331e+001	
  7.9273870e-002	  7.8516668e-002	  1.0000000e+000	  4.3541424e+001	 -2.8233995e+001	 -5.0066521e+001	  1.1272567e+002	  8.3529518e+001	 -1.9217817e+001	
  8.3459598e-002	  8.2702780e-002	  1.0000000e+000	  4.3550636e+001	 -2.8215101e+001	 -5.0073059e+001	  1.1254698e+002	  8.3512787e+001	 -1.9412867e+001	
  8.7667596e-002	  8.6911162e-002	  1.0000000e+000	  4.3545010e+001	 -2.8204948e+001	 -5.0090973e+001	  1.1279806e+002	  8.3494133e+001	 -1.9176069e+001	
  9.1680919e-002	  9.0932164e-002	  1.0000000e+000	  4.3546097e+001	 -2.8217346e+001	 -5.0071560e+001	  1.1270264e+002	  8.3514206e+001	 -1.9246521e+001	
  9.5929235e-002	  9.5190080e-002	  1.0000000e+000	  4.3566921e+001	 -2.8219801e+001	 -5.0058514e+001	  1.1243584e+002	  8.3542809e+001	 -1.9528446e+001	
  1.0020136e-001	  9.9446459e-002	  1.0000000e+000	  4.3546383e+001	 -2.8214973e+001	 -5.0083237e+001	  1.1263550e+002	  8.3516174e+001	 -1.9316189e+001	
  1.0426613e-001	  1.0351123e-001	  1.0000000e+000	  4.3546112e+001	 -2.8239388e+001	 -5.0067360e+001	  1.1258266e+002	  8.3544998e+001	 -1.9323318e+001	
  1.0847221e-001	  1.0771655e-001	  1.0000000e+000	  4.3558990e+001	 -2.8214628e+001	 -5.0072914e+001	  1.1267581e+002	  8.3524612e+001	 -1.9262241e+001	
  1.1266101e-001	  1.1190381e-001	  1.0000000e+000	  4.3559185e+001	 -2.8229036e+001	 -5.0071156e+001	  1.1247671e+002	  8.3530037e+001	 -1.9437466e+001	
  1.1684520e-001	  1.1608800e-001	  1.0000000e+000	  4.3529232e+001	 -2.8217728e+001	 -5.0096130e+001	  1.1288322e+002	  8.3502121e+001	 -1.9033056e+001	
  1.2103707e-001	  1.2027987e-001	  1.0000000e+000	  4.3558548e+001	 -2.8220337e+001	 -5.0077724e+001	  1.1258121e+002	  8.3520950e+001	 -1.9350887e+001	
